,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,DateIn,DateRetrofit,DateOut,lat,lon,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,EIC,projectID,bus
15521,Biomass 35,Bioenergy,Biomass and biogas,PP,DE,0.0055,,2011.0,,,53.97085325,9.975654712,,,,,,,5877
15522,Biomass 70,Bioenergy,Biomass and biogas,PP,DE,0.4,,2011.0,,,52.98933960000001,9.844029674,,,,,,,5880
15523,Biomass 43,Bioenergy,Biomass and biogas,PP,DE,0.36,,2011.0,,,51.56945519,8.185718753,,,,,,,4743
15524,Biomass 53,Bioenergy,Biomass and biogas,PP,DE,1.717,,2011.0,,,54.36680788,9.166472627,,,,,,,5854
15525,Biomass 84,Bioenergy,Biomass and biogas,PP,DE,0.605,,2011.0,,,53.68710921,11.29299522,,,,,,,5679
15526,Biomass 77,Bioenergy,Biomass and biogas,PP,DE,0.205,,2011.0,,,48.21996545,8.653817605,,,,,,,3746
15527,Biomass 87,Bioenergy,Biomass and biogas,PP,DE,0.254,,2011.0,,,54.52242957,9.370478425,,,,,,,5830
15528,Biomass 25,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,50.34735445,7.384851889,,,,,,,4846
15529,Biomass 34,Bioenergy,Biomass and biogas,PP,DE,0.408,,2011.0,,,48.97272183,11.69230512,,,,,,,3373
15530,Biomass 40,Bioenergy,Biomass and biogas,PP,DE,0.637,,2011.0,,,52.39729848,11.21777672,,,,,,,4898
15531,Biomass 139,Bioenergy,Biomass and biogas,PP,DE,0.191,,2011.0,,,53.45741292,9.476633016,,,,,,,5865
15532,Biomass 30,Bioenergy,Biomass and biogas,PP,DE,0.8,,2011.0,,,52.78623835,7.19130951,,,,,,,5788
15533,Biomass 199,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,47.8486429,10.43748964,,,,,,,3806
15534,Biomass 48,Bioenergy,Biomass and biogas,PP,DE,0.6,,2011.0,,,52.39150301,14.21392741,,,,,,,4619
15535,Biomass 37,Bioenergy,Biomass and biogas,PP,DE,0.499,,2011.0,,,53.28528215,13.92949647,,,,,,,5705
15536,Biomass 30,Bioenergy,Biomass and biogas,PP,DE,0.6,,2011.0,,,53.84837729,10.88374683,,,,,,,7052
15537,Biomass 24,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,48.63771288,8.031674686,,,,,,,3572
15538,Biomass 153,Bioenergy,Biomass and biogas,PP,DE,0.54,,2011.0,,,48.88173356,10.62164632,,,,,,,3799
15539,Biomass 157,Bioenergy,Biomass and biogas,PP,DE,0.38,,2011.0,,,52.139586,7.38683787,,,,,,,4724
15540,Biomass 140,Bioenergy,Biomass and biogas,PP,DE,0.844,,2011.0,,,53.43847338,9.602943231,,,,,,,5865
15541,Biomass 18,Bioenergy,Biomass and biogas,PP,DE,0.82,,2011.0,,,48.43716074,11.58691211,,,,,,,3378
15542,Biomass 31,Bioenergy,Biomass and biogas,PP,DE,0.22,,2011.0,,,52.78623835,7.19130951,,,,,,,5788
15543,Biomass 85,Bioenergy,Biomass and biogas,PP,DE,0.05,,2011.0,,,47.91213187,11.4269501,,,,,,,3804
15544,Biomass 40,Bioenergy,Biomass and biogas,PP,DE,0.45,,2011.0,,,53.38695982,8.118822915,,,,,,,5791
15545,Biomass 94,Bioenergy,Biomass and biogas,PP,DE,0.24,,2011.0,,,52.46986263,7.527049203,,,,,,,4723
15546,Biomass 66,Bioenergy,Biomass and biogas,PP,DE,0.2,,2011.0,,,47.85572662,9.751047621,,,,,,,3778
15547,Biomass 67,Bioenergy,Biomass and biogas,PP,DE,0.403,,2011.0,,,47.85572662,9.751047621,,,,,,,3778
15548,Biomass 43,Bioenergy,Biomass and biogas,PP,DE,0.09,,2011.0,,,51.4748454,10.06365873,,,,,,,4880
15549,Biomass 40,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,53.58490532,11.71719076,,,,,,,5680
15550,Biomass 163,Bioenergy,Biomass and biogas,PP,DE,0.05,,2011.0,,,47.93474617,12.17563636,,,,,,,3391
15551,Biomass 53,Bioenergy,Biomass and biogas,PP,DE,0.65,,2011.0,,,51.83066544,9.889102081,,,,,,,4874
15552,Biomass 33,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,52.43614706,8.839966561,,,,,,,4864
15553,Biomass 54,Bioenergy,Biomass and biogas,PP,DE,0.265,,2011.0,,,53.51547120000001,7.515978204,,,,,,,5772
15554,Biomass 112,Bioenergy,Biomass and biogas,PP,DE,0.099,,2011.0,,,48.31385288,12.89989729,,,,,,,3397
15555,Biomass 75,Bioenergy,Biomass and biogas,PP,DE,0.19,,2011.0,,,52.42366794,7.82558913,,,,,,,4735
15556,Biomass 44,Bioenergy,Biomass and biogas,PP,DE,0.22,,2011.0,,,51.56945519,8.185718753,,,,,,,4743
15557,Biomass 217,Bioenergy,Biomass and biogas,PP,DE,0.366,,2011.0,,,52.93665267,8.23501927,,,,,,,5790
15558,Biomass 34,Bioenergy,Biomass and biogas,PP,DE,1.05,,2011.0,,,52.85296517,8.738710012,,,,,,,5869
15559,Biomass 67,Bioenergy,Biomass and biogas,PP,DE,0.36,,2011.0,,,48.03074026,9.020168312,,,,,,,3760
15560,Biomass 85,Bioenergy,Biomass and biogas,PP,DE,1.237,,2011.0,,,53.26685497,11.58727852,,,,,,,5679
15561,Biomass 41,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,52.70266537,9.067515741,,,,,,,5870
15562,Biomass 72,Bioenergy,Biomass and biogas,PP,DE,0.252,,2011.0,,,52.44634679,8.262356101,,,,,,,4737
15563,Biomass 78,Bioenergy,Biomass and biogas,PP,DE,1.56,,2011.0,,,51.65655243,7.061252344,,,,,,,4728
15564,Biomass 54,Bioenergy,Biomass and biogas,PP,DE,0.495,,2011.0,,,54.31254379999999,8.887399739,,,,,,,5854
15565,Biomass 36,Bioenergy,Biomass and biogas,PP,DE,0.22,,2011.0,,,51.77331322,7.415938941,,,,,,,4731
15566,Biomass 133,Bioenergy,Biomass and biogas,PP,DE,0.4,,2011.0,,,52.77390795,9.523371194,,,,,,,5872
15567,Biomass 218,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,53.11320772,7.995607684,,,,,,,5790
15568,Biomass 86,Bioenergy,Biomass and biogas,PP,DE,0.6,,2011.0,,,53.4989644,11.52083521,,,,,,,5679
15569,Biomass 32,Bioenergy,Biomass and biogas,PP,DE,0.255,,2011.0,,,51.82299847,8.439632297,,,,,,,4747
15570,Biomass 56,Bioenergy,Biomass and biogas,PP,DE,0.19,,2011.0,,,51.83922709,8.304267798,,,,,,,4749
15571,Biomass 9,Bioenergy,Biomass and biogas,PP,DE,0.635,,2011.0,,,50.50521051,7.562379456,,,,,,,4847
15572,Biomass 17,Bioenergy,Biomass and biogas,PP,DE,0.5,,2011.0,,,54.18670931,13.19281952,,,,,,,5622
15573,Biomass 219,Bioenergy,Biomass and biogas,PP,DE,0.36,,2011.0,,,52.93665267,8.23501927,,,,,,,5790
15574,Biomass 61,Bioenergy,Biomass and biogas,PP,DE,0.38,,2011.0,,,48.83229764,12.15319185,,,,,,,3380
15575,Biomass 27,Bioenergy,Biomass and biogas,PP,DE,0.635,,2011.0,,,52.49951175,11.42201597,,,,,,,4547
15576,Biomass 164,Bioenergy,Biomass and biogas,PP,DE,0.045,,2011.0,,,47.9795501,11.884617,,,,,,,3391
15577,Biomass 28,Bioenergy,Biomass and biogas,PP,DE,1.03,,2011.0,,,48.88993263,12.01540108,,,,,,,4593
15578,Biomass 259,Bioenergy,Biomass and biogas,PP,DE,0.6,,2011.0,,,49.5258169,10.40697222,,,,,,,4948
15579,Biomass 46,Bioenergy,Biomass and biogas,PP,DE,0.4,,2011.0,,,48.39254582,9.672832792,,,,,,,3755
15580,Biomass 95,Bioenergy,Biomass and biogas,PP,DE,0.235,,2011.0,,,52.52154877,6.987819335,,,,,,,4723
15581,Biomass 96,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,52.56853852,7.510598801,,,,,,,4723
15582,Biomass 20,Bioenergy,Biomass and biogas,PP,DE,0.53,,2011.0,,,50.41185861,6.686297441,,,,,,,4795
15583,Biomass 57,Bioenergy,Biomass and biogas,PP,DE,0.515,,2011.0,,,53.47907947,13.31005317,,,,,,,5692
15584,Biomass 48,Bioenergy,Biomass and biogas,PP,DE,1.2,,2011.0,,,52.36135617,12.17256416,,,,,,,4551
15585,Biomass 41,Bioenergy,Biomass and biogas,PP,DE,0.19,,2011.0,,,53.38695982,8.118822915,,,,,,,5791
15586,Biomass 44,Bioenergy,Biomass and biogas,PP,DE,0.53,,2011.0,,,51.36378761,10.17003409,,,,,,,4880
15587,Biomass 25,Bioenergy,Biomass and biogas,PP,DE,0.4,,2011.0,,,49.90866663,9.124378228,,,,,,,4914
15588,Biomass 30,Bioenergy,Biomass and biogas,PP,DE,0.6,,2011.0,,,51.28018025,11.63953525,,,,,,,4554
15589,Biomass 220,Bioenergy,Biomass and biogas,PP,DE,0.526,,2011.0,,,52.99449337,7.833254611,,,,,,,5790
15590,Biomass 39,Bioenergy,Biomass and biogas,PP,DE,0.75,,2011.0,,,48.54250048,10.64765565,,,,,,,3800
15591,Biomass 84,Bioenergy,Biomass and biogas,PP,DE,1.45,,2011.0,,,52.95804925,7.342888634,,,,,,,5786
15592,Biomass 56,Bioenergy,Biomass and biogas,PP,DE,0.8,,2011.0,,,54.22459820000001,10.3193815,,,,,,,5850
15593,Biomass 83,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,52.5887577,10.19050178,,,,,,,4886
15594,Biomass 203,Bioenergy,Biomass and biogas,PP,DE,0.27,,2011.0,,,54.5176007,9.217892767,,,,,,,5827
15595,Biomass 152,Bioenergy,Biomass and biogas,PP,DE,0.382,,2011.0,,,48.57457845,12.64212448,,,,,,,3394
15596,Biomass 30,Bioenergy,Biomass and biogas,PP,DE,0.8,,2011.0,,,53.25044978,12.058385,,,,,,,5690
15597,Biomass 136,Bioenergy,Biomass and biogas,PP,DE,0.19,,2011.0,,,54.4491113,9.815778265,,,,,,,5832
15598,Biomass 55,Bioenergy,Biomass and biogas,PP,DE,0.28,,2011.0,,,54.36680788,9.166472627,,,,,,,5854
15599,Biomass 88,Bioenergy,Biomass and biogas,PP,DE,0.37,,2011.0,,,54.52225016,9.564262259,,,,,,,5830
15600,Biomass 43,Bioenergy,Biomass and biogas,PP,DE,0.56,,2011.0,,,51.63583261,11.17704931,,,,,,,4900
15601,Biomass 41,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,52.14778946,11.20050752,,,,,,,4898
15602,Biomass 78,Bioenergy,Biomass and biogas,PP,DE,0.252,,2011.0,,,53.03505629,8.320041755,,,,,,,5867
15603,Biomass 85,Bioenergy,Biomass and biogas,PP,DE,0.252,,2011.0,,,52.84816301,7.672182047,,,,,,,5786
15604,Biomass 31,Bioenergy,Biomass and biogas,PP,DE,4.225,,2011.0,,,51.53606122,11.77748373,,,,,,,4554
15605,Biomass 158,Bioenergy,Biomass and biogas,PP,DE,0.5,,2011.0,,,52.00398156,6.914954359,,,,,,,4724
15606,Biomass 7,Bioenergy,Biomass and biogas,PP,DE,0.22,,2011.0,,,50.71584352,6.371579683,,,,,,,4709
15607,Biomass 25,Bioenergy,Biomass and biogas,PP,DE,0.6,,2011.0,,,52.71601631,14.09891616,,,,,,,5710
15608,Biomass 23,Bioenergy,Biomass and biogas,PP,DE,0.375,,2011.0,,,52.4796369,12.98739509,,,,,,,5698
15609,Biomass 86,Bioenergy,Biomass and biogas,PP,DE,0.38,,2011.0,,,53.05232579999999,7.41132163,,,,,,,5786
15610,Biomass 204,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,54.76765126,8.769788256,,,,,,,5827
15611,Biomass 205,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,54.59878756,8.979129251,,,,,,,5827
15612,Biomass 57,Bioenergy,Biomass and biogas,PP,DE,0.4,,2011.0,,,54.31379928,10.55954152,,,,,,,5850
15613,Biomass 25,Bioenergy,Biomass and biogas,PP,DE,0.53,,2011.0,,,51.50561476,12.82105631,,,,,,,4569
15614,Biomass 118,Bioenergy,Biomass and biogas,PP,DE,0.265,,2011.0,,,52.92544965,10.31497416,,,,,,,5887
15615,Biomass 42,Bioenergy,Biomass and biogas,PP,DE,0.4,,2011.0,,,53.78019512,13.77001963,,,,,,,5694
15616,Biomass 26,Bioenergy,Biomass and biogas,PP,DE,0.265,,2011.0,,,51.21871837,12.74039911,,,,,,,4569
15617,Biomass 56,Bioenergy,Biomass and biogas,PP,DE,0.19,,2011.0,,,54.29390536,8.984056987,,,,,,,5854
15618,Biomass 119,Bioenergy,Biomass and biogas,PP,DE,0.195,,2011.0,,,52.70947639,10.57760665,,,,,,,5887
15619,Biomass 34,Bioenergy,Biomass and biogas,PP,DE,0.191,,2011.0,,,52.50418483,9.015795667,,,,,,,4864
15620,Biomass 59,Bioenergy,Biomass and biogas,PP,DE,0.43,,2011.0,,,48.48206062,8.858173911,,,,,,,3741
15621,Biomass 159,Bioenergy,Biomass and biogas,PP,DE,0.21,,2011.0,,,52.139586,7.38683787,,,,,,,4724
15622,Biomass 78,Bioenergy,Biomass and biogas,PP,DE,0.5,,2011.0,,,48.10628063,8.595889128,,,,,,,3746
15623,Biomass 69,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,52.39037264,10.82790197,,,,,,,4896
15624,Biomass 120,Bioenergy,Biomass and biogas,PP,DE,0.255,,2011.0,,,52.70947639,10.57760665,,,,,,,5887
15625,Biomass 121,Bioenergy,Biomass and biogas,PP,DE,0.6,,2011.0,,,52.70947639,10.57760665,,,,,,,5887
15626,Biomass 160,Bioenergy,Biomass and biogas,PP,DE,0.38,,2011.0,,,52.139586,7.38683787,,,,,,,4724
15627,Biomass 35,Bioenergy,Biomass and biogas,PP,DE,0.292,,2011.0,,,51.2860647,11.40435071,,,,,,,4556
15628,Biomass 35,Bioenergy,Biomass and biogas,PP,DE,1.6,,2011.0,,,52.50418483,9.015795667,,,,,,,4864
15629,Biomass 60,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,52.5511894,9.468137185,,,,,,,4866
15630,Biomass 36,Bioenergy,Biomass and biogas,PP,DE,0.441,,2011.0,,,53.83034356,10.16988862,,,,,,,5877
15631,Biomass 49,Bioenergy,Biomass and biogas,PP,DE,0.6,,2011.0,,,52.61559712,12.49256363,,,,,,,4551
15632,Biomass 34,Bioenergy,Biomass and biogas,PP,DE,0.53,,2011.0,,,51.3380325,13.13406208,,,,,,,4574
15633,Biomass 206,Bioenergy,Biomass and biogas,PP,DE,0.38,,2011.0,,,54.86373791,8.89902885,,,,,,,5827
15634,Biomass 26,Bioenergy,Biomass and biogas,PP,DE,0.265,,2011.0,,,50.23775565,7.199824919,,,,,,,4846
15635,Biomass 37,Bioenergy,Biomass and biogas,PP,DE,0.525,,2011.0,,,52.03449392,9.020593591,,,,,,,4871
15636,Biomass 38,Bioenergy,Biomass and biogas,PP,DE,0.265,,2011.0,,,52.03449392,9.020593591,,,,,,,4871
15637,Biomass 89,Bioenergy,Biomass and biogas,PP,DE,0.5,,2011.0,,,54.43141852,9.236647775,,,,,,,5830
15638,Biomass 10,Bioenergy,Biomass and biogas,PP,DE,0.22,,2011.0,,,50.65686919,6.787863897,,,,,,,4721
15639,Biomass 137,Bioenergy,Biomass and biogas,PP,DE,0.4,,2011.0,,,54.38579564,9.946722654,,,,,,,5832
15640,Biomass 207,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,54.82678946,9.168991985,,,,,,,5827
15641,Biomass 90,Bioenergy,Biomass and biogas,PP,DE,0.12,,2011.0,,,54.4755619,9.411950982,,,,,,,5830
15642,Biomass 37,Bioenergy,Biomass and biogas,PP,DE,0.45,,2011.0,,,53.91596571,9.924859876,,,,,,,5877
15643,Biomass 32,Bioenergy,Biomass and biogas,PP,DE,0.015,,2011.0,,,51.25870416,9.252248535,,,,,,,4884
15644,Biomass 51,Bioenergy,Biomass and biogas,PP,DE,0.53,,2011.0,,,48.17059937,7.646586034,,,,,,,3565
15645,Biomass 62,Bioenergy,Biomass and biogas,PP,DE,0.4,,2011.0,,,48.39412122,12.13147131,,,,,,,3380
15646,Biomass 90,Bioenergy,Biomass and biogas,PP,DE,0.06,,2011.0,,,49.9427546,11.61444302,,,,,,,4585
15647,Biomass 42,Bioenergy,Biomass and biogas,PP,DE,0.53,,2011.0,,,52.05537366,9.252085224,,,,,,,4873
15648,Biomass 21,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,50.1903424,8.933321982,,,,,,,4910
15649,Biomass 42,Bioenergy,Biomass and biogas,PP,DE,0.312,,2011.0,,,51.49569534,9.140621145,,,,,,,4877
15650,Biomass 36,Bioenergy,Biomass and biogas,PP,DE,1.901,,2011.0,,,51.57191239,9.257725702,,,,,,,4881
15651,Biomass 24,Bioenergy,Biomass and biogas,PP,DE,0.265,,2011.0,,,52.34529577,10.19837152,,,,,,,4887
15652,Biomass 58,Bioenergy,Biomass and biogas,PP,DE,0.637,,2011.0,,,53.98483205,13.16779842,,,,,,,5692
15653,Biomass 7,Bioenergy,Biomass and biogas,PP,DE,0.39,,2011.0,,,54.01744722,11.93840473,,,,,,,5681
15654,Biomass 62,Bioenergy,Biomass and biogas,PP,DE,0.2,,2011.0,,,48.60590562,12.3892658,,,,,,,3381
15655,Biomass 27,Bioenergy,Biomass and biogas,PP,DE,0.5,,2011.0,,,50.23775565,7.199824919,,,,,,,4846
15656,Biomass 39,Bioenergy,Biomass and biogas,PP,DE,0.03,,2011.0,,,49.99371904,6.222106619,,,,,,,4793
15657,Biomass 40,Bioenergy,Biomass and biogas,PP,DE,0.265,,2011.0,,,49.99371904,6.222106619,,,,,,,4793
15658,Biomass 35,Bioenergy,Biomass and biogas,PP,DE,0.5,,2011.0,,,51.3380325,13.13406208,,,,,,,4574
15659,Biomass 21,Bioenergy,Biomass and biogas,PP,DE,0.8,,2011.0,,,51.29298007,12.20889856,,,,,,,4559
15660,Biomass 8,Bioenergy,Biomass and biogas,PP,DE,0.39,,2011.0,,,54.01744722,11.93840473,,,,,,,5681
15661,Biomass 63,Bioenergy,Biomass and biogas,PP,DE,0.22,,2011.0,,,52.60287822,7.704618086,,,,,,,4726
15662,Biomass 153,Bioenergy,Biomass and biogas,PP,DE,0.19,,2011.0,,,49.02642236,12.88776568,,,,,,,3394
15663,Biomass 87,Bioenergy,Biomass and biogas,PP,DE,0.556,,2011.0,,,52.84816301,7.672182047,,,,,,,5786
15664,Biomass 8,Bioenergy,Biomass and biogas,PP,DE,0.526,,2011.0,,,52.85832729999999,7.229688418,,,,,,,5787
15665,Biomass 260,Bioenergy,Biomass and biogas,PP,DE,0.29,,2011.0,,,49.39769981,10.69113558,,,,,,,4948
15666,Biomass 70,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,50.54365731,10.33531667,,,,,,,4899
15667,Biomass 55,Bioenergy,Biomass and biogas,PP,DE,0.37,,2011.0,,,53.39790299,7.604775258,,,,,,,5772
15668,Biomass 88,Bioenergy,Biomass and biogas,PP,DE,1.633,,2011.0,,,52.84714467,7.519733863,,,,,,,5786
15669,Biomass 29,Bioenergy,Biomass and biogas,PP,DE,0.93,,2011.0,,,53.52540951,9.400707433,,,,,,,5862
15670,Biomass 161,Bioenergy,Biomass and biogas,PP,DE,0.252,,2011.0,,,52.00288003,7.342320843,,,,,,,4724
15671,Biomass 51,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,52.09291653,8.280624893,,,,,,,4745
15672,Biomass 208,Bioenergy,Biomass and biogas,PP,DE,0.192,,2011.0,,,54.76765126,8.769788256,,,,,,,5827
15673,Biomass 154,Bioenergy,Biomass and biogas,PP,DE,0.38,,2011.0,,,48.56362215,10.89782849,,,,,,,3799
15674,Biomass 95,Bioenergy,Biomass and biogas,PP,DE,0.21,,2011.0,,,48.30620879,11.91415344,,,,,,,3379
15675,Biomass 134,Bioenergy,Biomass and biogas,PP,DE,0.365,,2011.0,,,52.86894916,9.500508353,,,,,,,5872
15676,Biomass 200,Bioenergy,Biomass and biogas,PP,DE,0.004,,2011.0,,,47.88362047,10.62483932,,,,,,,3806
15677,Biomass 19,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,52.30604337,8.59863427,,,,,,,4863
15678,Biomass 20,Bioenergy,Biomass and biogas,PP,DE,0.37,,2011.0,,,52.30604337,8.59863427,,,,,,,4863
15679,Biomass 36,Bioenergy,Biomass and biogas,PP,DE,0.24,,2011.0,,,52.98068643,12.26444711,,,,,,,5691
15680,Biomass 27,Bioenergy,Biomass and biogas,PP,DE,0.07,,2011.0,,,48.80921365,9.14978957,,,,,,,3744
15681,Biomass 35,Bioenergy,Biomass and biogas,PP,DE,0.265,,2011.0,,,53.02063259,9.040096856,,,,,,,5869
15682,Biomass 58,Bioenergy,Biomass and biogas,PP,DE,0.415,,2011.0,,,54.07590304,10.06593021,,,,,,,5850
15683,Biomass 59,Bioenergy,Biomass and biogas,PP,DE,0.192,,2011.0,,,54.07590304,10.06593021,,,,,,,5850
15684,Biomass 71,Bioenergy,Biomass and biogas,PP,DE,0.6,,2011.0,,,50.54365731,10.33531667,,,,,,,4899
15685,Biomass 96,Bioenergy,Biomass and biogas,PP,DE,0.4,,2011.0,,,48.20750209,9.700019229,,,,,,,3796
15686,Biomass 97,Bioenergy,Biomass and biogas,PP,DE,0.8,,2011.0,,,48.18708476,9.693081816,,,,,,,3796
15687,Biomass 98,Bioenergy,Biomass and biogas,PP,DE,0.946,,2011.0,,,48.31899763,9.878117054,,,,,,,3796
15688,Biomass 76,Bioenergy,Biomass and biogas,PP,DE,0.27,,2011.0,,,49.39937794,9.946235147,,,,,,,4938
15689,Biomass 26,Bioenergy,Biomass and biogas,PP,DE,0.4,,2011.0,,,51.2548313,14.20544594,,,,,,,4625
15690,Biomass 43,Bioenergy,Biomass and biogas,PP,DE,0.4,,2011.0,,,53.78019512,13.77001963,,,,,,,5694
15691,Biomass 35,Bioenergy,Biomass and biogas,PP,DE,0.0165,,2011.0,,,51.81894244,6.69604621,,,,,,,4684
15692,Biomass 36,Bioenergy,Biomass and biogas,PP,DE,0.0055,,2011.0,,,51.81894244,6.69604621,,,,,,,4684
15693,Biomass 37,Bioenergy,Biomass and biogas,PP,DE,0.0152,,2011.0,,,51.81894244,6.69604621,,,,,,,4684
15694,Biomass 75,Bioenergy,Biomass and biogas,PP,DE,0.1,,2011.0,,,48.52127104,11.10280373,,,,,,,3375
15695,Biomass 99,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,48.15388381,9.622940612,,,,,,,3796
15696,Biomass 43,Bioenergy,Biomass and biogas,PP,DE,0.2,,2011.0,,,48.49246554,9.10757078,,,,,,,3752
15697,Biomass 154,Bioenergy,Biomass and biogas,PP,DE,0.325,,2011.0,,,48.57071678,12.73610043,,,,,,,3394
15698,Biomass 36,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,52.43614706,8.839966561,,,,,,,4864
15699,Biomass 54,Bioenergy,Biomass and biogas,PP,DE,0.265,,2011.0,,,52.25386649,9.752148311,,,,,,,4874
15700,Biomass 100,Bioenergy,Biomass and biogas,PP,DE,0.4,,2011.0,,,48.33727896,10.58236475,,,,,,,3802
15701,Biomass 79,Bioenergy,Biomass and biogas,PP,DE,0.11,,2011.0,,,52.79832922,8.596320235,,,,,,,5867
15702,Biomass 42,Bioenergy,Biomass and biogas,PP,DE,0.4,,2011.0,,,52.82041418,8.939063929,,,,,,,5870
15703,Biomass 49,Bioenergy,Biomass and biogas,PP,DE,0.6,,2011.0,,,53.28183077,10.30738353,,,,,,,5886
15704,Biomass 164,Bioenergy,Biomass and biogas,PP,DE,0.254,,2011.0,,,50.00969448,12.02598706,,,,,,,4590
15705,Biomass 244,Bioenergy,Biomass and biogas,PP,DE,0.38,,2011.0,,,48.397326,12.62087439,,,,,,,3382
15706,Biomass 68,Bioenergy,Biomass and biogas,PP,DE,0.899,,2011.0,,,47.98216527,9.097158399,,,,,,,3760
15707,Biomass 37,Bioenergy,Biomass and biogas,PP,DE,0.21,,2011.0,,,48.34614044,11.00841643,,,,,,,3801
15708,Biomass 15,Bioenergy,Biomass and biogas,PP,DE,0.254,,2011.0,,,51.79319022,7.737200615,,,,,,,4741
15709,Biomass 106,Bioenergy,Biomass and biogas,PP,DE,0.38,,2011.0,,,48.57340276,10.5298644,,,,,,,3795
15710,Biomass 33,Bioenergy,Biomass and biogas,PP,DE,0.254,,2011.0,,,50.76002537,9.297109695,,,,,,,4884
15711,Biomass 27,Bioenergy,Biomass and biogas,PP,DE,0.235,,2011.0,,,51.3855275,12.80026439,,,,,,,4569
15712,Biomass 201,Bioenergy,Biomass and biogas,PP,DE,0.045,,2011.0,,,47.90199442,10.15508193,,,,,,,3806
15713,Biomass 28,Bioenergy,Biomass and biogas,PP,DE,0.03,,2011.0,,,51.3855275,12.80026439,,,,,,,4569
15714,Biomass 76,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,52.70354086,8.544698097,,,,,,,5795
15715,Biomass 71,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,52.98933960000001,9.844029674,,,,,,,5880
15716,Biomass 119,Bioenergy,Biomass and biogas,PP,DE,0.19,,2011.0,,,52.55175385,8.59968159,,,,,,,5871
15717,Biomass 155,Bioenergy,Biomass and biogas,PP,DE,0.57,,2011.0,,,48.83577039,10.87019146,,,,,,,3799
15718,Biomass 51,Bioenergy,Biomass and biogas,PP,DE,0.62,,2011.0,,,51.63490823,8.490576878,,,,,,,4870
15719,Biomass 103,Bioenergy,Biomass and biogas,PP,DE,0.596,,2011.0,,,52.74354092,7.600303462,,,,,,,5789
15720,Biomass 13,Bioenergy,Biomass and biogas,PP,DE,0.19,,2011.0,,,49.59803161,9.574453659,,,,,,,4933
15721,Biomass 5,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,51.5352134,7.338775665,,,,,,,4755
15722,Biomass 245,Bioenergy,Biomass and biogas,PP,DE,0.2,,2011.0,,,48.34533036,12.42515448,,,,,,,3382
15723,Biomass 165,Bioenergy,Biomass and biogas,PP,DE,0.949,,2011.0,,,49.57475804,12.52608093,,,,,,,4590
15724,Biomass 166,Bioenergy,Biomass and biogas,PP,DE,0.36,,2011.0,,,49.57475804,12.52608093,,,,,,,4590
15725,Biomass 155,Bioenergy,Biomass and biogas,PP,DE,0.1,,2011.0,,,49.09891993,12.81763035,,,,,,,3394
15726,Biomass 38,Bioenergy,Biomass and biogas,PP,DE,0.4,,2011.0,,,53.05604097,13.98659426,,,,,,,5705
15727,Biomass 76,Bioenergy,Biomass and biogas,PP,DE,0.19,,2011.0,,,52.42366794,7.82558913,,,,,,,4735
15728,Biomass 45,Bioenergy,Biomass and biogas,PP,DE,0.385,,2011.0,,,51.56945519,8.185718753,,,,,,,4743
15729,Biomass 122,Bioenergy,Biomass and biogas,PP,DE,0.265,,2011.0,,,52.67955052,10.25049117,,,,,,,5887
15730,Biomass 96,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,47.83850254,9.323606073,,,,,,,3754
15731,Biomass 123,Bioenergy,Biomass and biogas,PP,DE,0.525,,2011.0,,,52.66659694,10.34353166,,,,,,,5887
15732,Biomass 41,Bioenergy,Biomass and biogas,PP,DE,0.25,,2011.0,,,53.88672926,11.69662161,,,,,,,5680
15733,Biomass 6,Bioenergy,Biomass and biogas,PP,DE,0.36,,2011.0,,,51.13850238,8.081185296,,,,,,,4772
